,year,state,population,admin,handgun,long_gun,month,multiple,other,permit,totals
755,2014,Florida,19897747.0,142.0,37372.0,22370.0,1,1519.0,1671.0,16053.0,82342.0
756,2014,Georgia,10083850.0,0.0,19541.0,22872.0,12,786.0,539.0,12759.0,60222.0
757,2014,Georgia,10083850.0,0.0,12951.0,16489.0,11,706.0,418.0,9808.0,44325.0
758,2014,Georgia,10083850.0,0.0,11239.0,12696.0,10,609.0,337.0,13571.0,43186.0
759,2014,Georgia,10083850.0,0.0,9973.0,9497.0,9,518.0,294.0,11240.0,35423.0
760,2014,Georgia,10083850.0,0.0,10608.0,8358.0,8,502.0,291.0,11493.0,35344.0
761,2014,Georgia,10083850.0,0.0,8998.0,5971.0,7,428.0,261.0,13895.0,32987.0
762,2014,Georgia,10083850.0,0.0,9625.0,6006.0,6,342.0,216.0,10963.0,30386.0
763,2014,Georgia,10083850.0,0.0,10127.0,6051.0,5,404.0,301.0,12827.0,33247.0
764,2014,Georgia,10083850.0,0.0,10794.0,6894.0,4,368.0,318.0,15172.0,36533.0
765,2014,Georgia,10083850.0,0.0,15033.0,10064.0,3,571.0,364.0,16042.0,45841.0
766,2014,Georgia,10083850.0,0.0,17171.0,10809.0,2,1041.0,355.0,14467.0,50459.0
767,2014,Georgia,10083850.0,0.0,9861.0,8510.0,1,418.0,303.0,14232.0,36627.0
768,2014,Hawaii,1417710.0,0.0,0.0,0.0,12,0.0,0.0,1389.0,1389.0
769,2014,Hawaii,1417710.0,0.0,0.0,0.0,11,0.0,0.0,1078.0,1078.0
770,2014,Hawaii,1417710.0,0.0,0.0,0.0,10,0.0,0.0,1330.0,1330.0
771,2014,Hawaii,1417710.0,0.0,0.0,0.0,9,0.0,0.0,1153.0,1153.0
772,2014,Hawaii,1417710.0,0.0,0.0,0.0,8,0.0,0.0,1130.0,1130.0
773,2014,Hawaii,1417710.0,0.0,0.0,0.0,7,0.0,0.0,1291.0,1291.0
774,2014,Hawaii,1417710.0,0.0,0.0,0.0,6,0.0,0.0,1210.0,1210.0
775,2014,Hawaii,1417710.0,0.0,0.0,0.0,5,0.0,0.0,1155.0,1155.0
776,2014,Hawaii,1417710.0,0.0,0.0,0.0,4,0.0,0.0,1597.0,1597.0
777,2014,Hawaii,1417710.0,0.0,0.0,0.0,3,0.0,0.0,1333.0,1333.0
778,2014,Hawaii,1417710.0,0.0,0.0,0.0,2,0.0,0.0,1222.0,1222.0
779,2014,Hawaii,1417710.0,0.0,0.0,0.0,1,0.0,0.0,1337.0,1337.0
780,2014,Idaho,1630391.0,0.0,4260.0,6913.0,12,205.0,227.0,2545.0,14948.0
781,2014,Idaho,1630391.0,0.0,2611.0,5013.0,11,163.0,168.0,2126.0,10932.0
782,2014,Idaho,1630391.0,0.0,2351.0,5239.0,10,175.0,125.0,2888.0,11973.0
783,2014,Idaho,1630391.0,0.0,2367.0,4956.0,9,174.0,69.0,2454.0,11211.0
784,2014,Idaho,1630391.0,0.0,2298.0,3968.0,8,164.0,97.0,2709.0,10295.0
785,2014,Idaho,1630391.0,0.0,1970.0,2823.0,7,132.0,81.0,2363.0,8251.0
786,2014,Idaho,1630391.0,0.0,2220.0,3190.0,6,128.0,105.0,3254.0,9745.0
787,2014,Idaho,1630391.0,0.0,2436.0,3399.0,5,151.0,91.0,2327.0,9289.0
788,2014,Idaho,1630391.0,0.0,2524.0,3506.0,4,136.0,103.0,3337.0,10422.0
789,2014,Idaho,1630391.0,0.0,3166.0,4346.0,3,182.0,135.0,5538.0,14322.0
790,2014,Idaho,1630391.0,0.0,3263.0,4333.0,2,279.0,136.0,2266.0,11822.0
791,2014,Idaho,1630391.0,0.0,2265.0,3193.0,1,144.0,113.0,1923.0,8532.0
792,2014,Illinois,12882438.0,0.0,24857.0,19709.0,12,1013.0,0.0,101641.0,147220.0
793,2014,Illinois,12882438.0,0.0,19282.0,18280.0,11,880.0,0.0,66164.0,104606.0
794,2014,Illinois,12882438.0,0.0,17927.0,14023.0,10,778.0,0.0,70325.0,103053.0
795,2014,Illinois,12882438.0,0.0,16060.0,12191.0,9,821.0,0.0,88071.0,117143.0
796,2014,Illinois,12882438.0,0.0,16532.0,12191.0,8,716.0,0.0,62282.0,91721.0
797,2014,Illinois,12882438.0,0.0,15798.0,9607.0,7,687.0,0.0,60504.0,86596.0
798,2014,Illinois,12882438.0,0.0,15406.0,8740.0,6,570.0,0.0,87691.0,112407.0
799,2014,Illinois,12882438.0,0.0,17848.0,9308.0,5,650.0,0.0,64832.0,92638.0
800,2014,Illinois,12882438.0,0.0,21131.0,11333.0,4,726.0,0.0,72734.0,105924.0
801,2014,Illinois,12882438.0,0.0,26637.0,15182.0,3,1025.0,0.0,102752.0,145597.0
802,2014,Illinois,12882438.0,0.0,23448.0,13449.0,2,990.0,0.0,78016.0,115903.0
803,2014,Illinois,12882438.0,0.0,20164.0,11190.0,1,784.0,0.0,89150.0,121288.0
804,2014,Indiana,6593182.0,8.0,23399.0,21186.0,12,835.0,1044.0,27509.0,74495.0
805,2014,Indiana,6593182.0,5.0,16681.0,20381.0,11,690.0,824.0,96876.0,136175.0
806,2014,Indiana,6593182.0,16.0,16054.0,15005.0,10,615.0,733.0,47593.0,80707.0
807,2014,Indiana,6593182.0,11.0,13876.0,12326.0,9,615.0,647.0,6439.0,34547.0
808,2014,Indiana,6593182.0,0.0,15459.0,12168.0,8,540.0,662.0,7583.0,37077.0
809,2014,Indiana,6593182.0,1.0,13475.0,9126.0,7,471.0,555.0,7651.0,31816.0
810,2014,Indiana,6593182.0,0.0,13069.0,8702.0,6,415.0,530.0,7644.0,30807.0
811,2014,Indiana,6593182.0,1.0,15395.0,9454.0,5,597.0,677.0,9559.0,36151.0
812,2014,Indiana,6593182.0,0.0,16956.0,11235.0,4,571.0,801.0,12335.0,42399.0
813,2014,Indiana,6593182.0,0.0,23024.0,15040.0,3,705.0,1085.0,12438.0,52880.0
814,2014,Indiana,6593182.0,0.0,22970.0,14166.0,2,772.0,904.0,12042.0,51976.0
815,2014,Indiana,6593182.0,0.0,14854.0,10418.0,1,525.0,908.0,11324.0,38520.0
816,2014,Iowa,3105563.0,0.0,260.0,5574.0,12,6.0,39.0,8371.0,14335.0
817,2014,Iowa,3105563.0,0.0,174.0,5018.0,11,4.0,19.0,5596.0,10906.0
818,2014,Iowa,3105563.0,0.0,176.0,3667.0,10,3.0,22.0,6822.0,10795.0
819,2014,Iowa,3105563.0,0.0,178.0,2660.0,9,4.0,23.0,5545.0,8494.0
820,2014,Iowa,3105563.0,0.0,117.0,2205.0,8,3.0,18.0,5476.0,7923.0
821,2014,Iowa,3105563.0,0.0,119.0,1606.0,7,2.0,14.0,5737.0,7575.0
822,2014,Iowa,3105563.0,0.0,146.0,1614.0,6,4.0,18.0,6704.0,8569.0
823,2014,Iowa,3105563.0,0.0,120.0,1659.0,5,6.0,19.0,6278.0,8165.0
824,2014,Iowa,3105563.0,0.0,183.0,2379.0,4,4.0,17.0,7746.0,10404.0
825,2014,Iowa,3105563.0,0.0,237.0,3580.0,3,6.0,22.0,9748.0,13686.0
826,2014,Iowa,3105563.0,0.0,206.0,2939.0,2,7.0,27.0,9818.0,13167.0
827,2014,Iowa,3105563.0,0.0,214.0,2413.0,1,1.0,24.0,10269.0,13003.0
828,2014,Kansas,2899553.0,0.0,7333.0,10739.0,12,438.0,363.0,2328.0,22119.0
829,2014,Kansas,2899553.0,2.0,5428.0,9622.0,11,371.0,227.0,1607.0,18147.0
830,2014,Kansas,2899553.0,0.0,4725.0,6092.0,10,299.0,248.0,2200.0,14601.0
831,2014,Kansas,2899553.0,1.0,3935.0,5343.0,9,263.0,187.0,1939.0,12558.0
832,2014,Kansas,2899553.0,0.0,3930.0,4968.0,8,304.0,201.0,1418.0,11796.0
833,2014,Kansas,2899553.0,0.0,3884.0,3623.0,7,211.0,201.0,1644.0,10381.0
834,2014,Kansas,2899553.0,0.0,3682.0,3604.0,6,219.0,172.0,1582.0,10053.0
835,2014,Kansas,2899553.0,0.0,4155.0,3779.0,5,259.0,213.0,1675.0,10895.0
836,2014,Kansas,2899553.0,2.0,4961.0,4849.0,4,255.0,290.0,2032.0,13161.0
837,2014,Kansas,2899553.0,1.0,6240.0,6138.0,3,369.0,291.0,2493.0,16410.0
838,2014,Kansas,2899553.0,6.0,7199.0,6496.0,2,521.0,313.0,1737.0,17798.0
839,2014,Kansas,2899553.0,2.0,5257.0,5907.0,1,301.0,247.0,1706.0,14248.0
840,2014,Kentucky,4410415.0,0.0,14308.0,17629.0,12,720.0,308.0,259142.0,295697.0
841,2014,Kentucky,4410415.0,2.0,8807.0,15632.0,11,554.0,228.0,54751.0,84113.0
842,2014,Kentucky,4410415.0,0.0,8530.0,11463.0,10,654.0,211.0,6049.0,31756.0
843,2014,Kentucky,4410415.0,1.0,6912.0,8077.0,9,498.0,183.0,60765.0,80383.0
844,2014,Kentucky,4410415.0,0.0,7230.0,7382.0,8,558.0,155.0,213126.0,232853.0
845,2014,Kentucky,4410415.0,0.0,6375.0,5428.0,7,484.0,151.0,232847.0,248979.0
846,2014,Kentucky,4410415.0,0.0,6061.0,5196.0,6,387.0,157.0,199326.0,214382.0
847,2014,Kentucky,4410415.0,0.0,6668.0,5294.0,5,445.0,160.0,214214.0,230610.0
848,2014,Kentucky,4410415.0,0.0,7460.0,6916.0,4,439.0,148.0,255799.0,274155.0
849,2014,Kentucky,4410415.0,0.0,10541.0,8970.0,3,507.0,216.0,257321.0,280948.0
850,2014,Kentucky,4410415.0,0.0,13082.0,10425.0,2,1157.0,214.0,227921.0,259837.0
851,2014,Kentucky,4410415.0,1.0,7116.0,6657.0,1,439.0,200.0,240641.0,258471.0
852,2014,Louisiana,4648797.0,0.0,15337.0,25507.0,12,808.0,740.0,26.0,44644.0
853,2014,Louisiana,4648797.0,0.0,10660.0,19375.0,11,642.0,548.0,4.0,33557.0
854,2014,Louisiana,4648797.0,0.0,9658.0,15343.0,10,670.0,519.0,0.0,29220.0
855,2014,Louisiana,4648797.0,0.0,11352.0,16638.0,9,819.0,518.0,0.0,31703.0
856,2014,Louisiana,4648797.0,0.0,10024.0,10791.0,8,589.0,575.0,0.0,24409.0
857,2014,Louisiana,4648797.0,0.0,7931.0,7199.0,7,427.0,489.0,0.0,17996.0
858,2014,Louisiana,4648797.0,0.0,9220.0,6868.0,6,440.0,546.0,0.0,18906.0
859,2014,Louisiana,4648797.0,0.0,9196.0,6921.0,5,511.0,429.0,0.0,19085.0
860,2014,Louisiana,4648797.0,0.0,9614.0,7205.0,4,464.0,510.0,0.0,19656.0
861,2014,Louisiana,4648797.0,0.0,12132.0,9994.0,3,589.0,553.0,0.0,25477.0
862,2014,Louisiana,4648797.0,0.0,13147.0,10479.0,2,698.0,467.0,0.0,28120.0
863,2014,Louisiana,4648797.0,0.0,9395.0,10294.0,1,418.0,495.0,0.0,22584.0
864,2014,Maine,1328903.0,0.0,3653.0,4701.0,12,162.0,223.0,0.0,8990.0
865,2014,Maine,1328903.0,0.0,2356.0,4426.0,11,142.0,137.0,0.0,7347.0
866,2014,Maine,1328903.0,0.0,2800.0,6552.0,10,180.0,117.0,0.0,10133.0
867,2014,Maine,1328903.0,0.0,2440.0,4596.0,9,171.0,120.0,0.0,7667.0
868,2014,Maine,1328903.0,0.0,2299.0,3387.0,8,137.0,113.0,0.0,6313.0
869,2014,Maine,1328903.0,0.0,1995.0,2381.0,7,124.0,101.0,0.0,4923.0
870,2014,Maine,1328903.0,0.0,2065.0,2185.0,6,110.0,95.0,0.0,4783.0
871,2014,Maine,1328903.0,0.0,2546.0,2571.0,5,134.0,86.0,0.0,5674.0
872,2014,Maine,1328903.0,0.0,3028.0,3280.0,4,151.0,117.0,0.0,6890.0
873,2014,Maine,1328903.0,0.0,3478.0,3487.0,3,145.0,158.0,0.0,7591.0
874,2014,Maine,1328903.0,0.0,3221.0,3082.0,2,177.0,156.0,0.0,7101.0
875,2014,Maine,1328903.0,0.0,2476.0,2616.0,1,138.0,122.0,0.0,5673.0
876,2014,Maryland,5970245.0,0.0,2839.0,8357.0,12,12.0,115.0,933.0,12462.0
877,2014,Maryland,5970245.0,0.0,2290.0,8896.0,11,13.0,84.0,886.0,12483.0
878,2014,Maryland,5970245.0,11.0,2410.0,5964.0,10,15.0,104.0,1285.0,10073.0
879,2014,Maryland,5970245.0,0.0,2282.0,4797.0,9,13.0,87.0,1045.0,8480.0
880,2014,Maryland,5970245.0,0.0,2393.0,4587.0,8,10.0,62.0,960.0,8265.0
881,2014,Maryland,5970245.0,0.0,1953.0,3534.0,7,11.0,91.0,1065.0,6878.0
882,2014,Maryland,5970245.0,0.0,2383.0,3641.0,6,15.0,91.0,986.0,7320.0
883,2014,Maryland,5970245.0,0.0,2532.0,3877.0,5,15.0,69.0,1199.0,7913.0
884,2014,Maryland,5970245.0,0.0,4065.0,4397.0,4,11.0,51.0,1804.0,10548.0
885,2014,Maryland,5970245.0,0.0,8197.0,5712.0,3,9.0,70.0,2843.0,17071.0
886,2014,Maryland,5970245.0,0.0,10156.0,5446.0,2,12.0,47.0,2983.0,18999.0
887,2014,Maryland,5970245.0,0.0,13512.0,4859.0,1,6.0,35.0,3090.0,21715.0
888,2014,Massachusetts,6757925.0,0.0,5486.0,3263.0,12,183.0,383.0,5009.0,14332.0
889,2014,Massachusetts,6757925.0,0.0,4698.0,3370.0,11,165.0,360.0,4647.0,13258.0
890,2014,Massachusetts,6757925.0,22.0,4902.0,3343.0,10,174.0,272.0,5639.0,14369.0
891,2014,Massachusetts,6757925.0,22.0,4098.0,2420.0,9,129.0,254.0,5455.0,12394.0
892,2014,Massachusetts,6757925.0,36.0,4868.0,2726.0,8,181.0,320.0,5807.0,13949.0
893,2014,Massachusetts,6757925.0,2.0,3922.0,2154.0,7,118.0,292.0,6138.0,12638.0
894,2014,Massachusetts,6757925.0,4.0,4060.0,2021.0,6,123.0,305.0,6951.0,13474.0
895,2014,Massachusetts,6757925.0,0.0,4713.0,2294.0,5,166.0,293.0,6618.0,14087.0
896,2014,Massachusetts,6757925.0,1.0,5277.0,2791.0,4,178.0,434.0,7412.0,16097.0
897,2014,Massachusetts,6757925.0,1.0,6794.0,3607.0,3,204.0,406.0,9160.0,20176.0
898,2014,Massachusetts,6757925.0,6.0,5471.0,2679.0,2,161.0,346.0,7997.0,16662.0
899,2014,Massachusetts,6757925.0,1.0,5374.0,2727.0,1,137.0,367.0,9297.0,17908.0
900,2014,Michigan,9914675.0,0.0,11860.0,15576.0,12,222.0,433.0,13920.0,42291.0
901,2014,Michigan,9914675.0,0.0,8752.0,17256.0,11,189.0,281.0,12590.0,39561.0
902,2014,Michigan,9914675.0,0.0,8642.0,13602.0,10,199.0,279.0,16955.0,40169.0
903,2014,Michigan,9914675.0,0.0,7668.0,12051.0,9,179.0,242.0,16646.0,37179.0
904,2014,Michigan,9914675.0,0.0,7886.0,9867.0,8,172.0,267.0,13597.0,32189.0
905,2014,Michigan,9914675.0,0.0,7133.0,6479.0,7,141.0,228.0,14814.0,29119.0
906,2014,Michigan,9914675.0,0.0,7041.0,6044.0,6,139.0,242.0,14346.0,28148.0
907,2014,Michigan,9914675.0,0.0,8422.0,6988.0,5,160.0,299.0,14896.0,31109.0
908,2014,Michigan,9914675.0,0.0,10199.0,8974.0,4,191.0,324.0,16595.0,36618.0
909,2014,Michigan,9914675.0,0.0,13134.0,11534.0,3,257.0,431.0,16900.0,42636.0
910,2014,Michigan,9914675.0,0.0,11886.0,9984.0,2,242.0,352.0,12488.0,35449.0
911,2014,Michigan,9914675.0,0.0,7388.0,7414.0,1,153.0,355.0,14010.0,29623.0
912,2014,Minnesota,5452649.0,0.0,9357.0,13082.0,12,369.0,577.0,19221.0,43152.0
913,2014,Minnesota,5452649.0,0.0,6462.0,13470.0,11,311.0,405.0,16885.0,38258.0
914,2014,Minnesota,5452649.0,0.0,7461.0,17386.0,10,374.0,407.0,18322.0,45025.0
915,2014,Minnesota,5452649.0,0.0,6621.0,15768.0,9,303.0,375.0,17953.0,41988.0
916,2014,Minnesota,5452649.0,0.0,6595.0,11540.0,8,327.0,378.0,17989.0,37674.0
917,2014,Minnesota,5452649.0,0.0,6012.0,7192.0,7,237.0,285.0,19088.0,33483.0
918,2014,Minnesota,5452649.0,0.0,6592.0,6796.0,6,273.0,288.0,20821.0,35400.0
919,2014,Minnesota,5452649.0,0.0,7285.0,7633.0,5,295.0,332.0,18283.0,34462.0
920,2014,Minnesota,5452649.0,0.0,9635.0,11501.0,4,371.0,422.0,23552.0,46067.0
921,2014,Minnesota,5452649.0,0.0,10604.0,12475.0,3,409.0,533.0,25822.0,50582.0
922,2014,Minnesota,5452649.0,0.0,8845.0,9013.0,2,354.0,437.0,20865.0,40503.0
923,2014,Minnesota,5452649.0,0.0,7500.0,7101.0,1,322.0,430.0,18556.0,34528.0
924,2014,Mississippi,2988578.0,440.0,10726.0,17253.0,12,455.0,268.0,607.0,32564.0
925,2014,Mississippi,2988578.0,67.0,6019.0,13482.0,11,349.0,207.0,706.0,24074.0
926,2014,Mississippi,2988578.0,71.0,6024.0,8325.0,10,355.0,176.0,760.0,19086.0
927,2014,Mississippi,2988578.0,5.0,7427.0,8847.0,9,426.0,190.0,818.0,20332.0
928,2014,Mississippi,2988578.0,8.0,5690.0,6078.0,8,314.0,176.0,634.0,15732.0
929,2014,Mississippi,2988578.0,1.0,4733.0,3874.0,7,259.0,133.0,573.0,11995.0
930,2014,Mississippi,2988578.0,8.0,4596.0,3664.0,6,235.0,138.0,547.0,11455.0
931,2014,Mississippi,2988578.0,0.0,5337.0,3706.0,5,245.0,146.0,582.0,12506.0
932,2014,Mississippi,2988578.0,2.0,5471.0,4232.0,4,284.0,177.0,785.0,13044.0
933,2014,Mississippi,2988578.0,1.0,7582.0,6093.0,3,311.0,182.0,758.0,17334.0
934,2014,Mississippi,2988578.0,2.0,9222.0,6691.0,2,517.0,199.0,808.0,21805.0
935,2014,Mississippi,2988578.0,5.0,5347.0,5946.0,1,257.0,166.0,688.0,14902.0
936,2014,Missouri,6058014.0,0.0,27713.0,25507.0,12,1155.0,1224.0,6542.0,64574.0
937,2014,Missouri,6058014.0,0.0,23419.0,26565.0,11,1120.0,841.0,5189.0,60330.0
938,2014,Missouri,6058014.0,0.0,18128.0,20255.0,10,1037.0,834.0,6337.0,50021.0
939,2014,Missouri,6058014.0,0.0,14837.0,14838.0,9,891.0,646.0,5133.0,39077.0
940,2014,Missouri,6058014.0,0.0,17329.0,14418.0,8,1015.0,677.0,4586.0,40886.0
941,2014,Missouri,6058014.0,0.0,12678.0,9729.0,7,682.0,570.0,4364.0,30494.0
942,2014,Missouri,6058014.0,0.0,13225.0,9673.0,6,688.0,584.0,3729.0,30079.0
943,2014,Missouri,6058014.0,0.0,14385.0,9810.0,5,749.0,590.0,3880.0,31691.0
944,2014,Missouri,6058014.0,0.0,16394.0,13060.0,4,831.0,697.0,5066.0,38283.0
945,2014,Missouri,6058014.0,0.0,20739.0,15823.0,3,905.0,876.0,5224.0,46051.0
946,2014,Missouri,6058014.0,0.0,21678.0,16291.0,2,1311.0,825.0,4154.0,48674.0
947,2014,Missouri,6058014.0,0.0,16170.0,12823.0,1,734.0,840.0,3987.0,36903.0
948,2014,Montana,1019931.0,6.0,3913.0,6802.0,12,273.0,109.0,850.0,13177.0
949,2014,Montana,1019931.0,7.0,2442.0,5296.0,11,209.0,92.0,663.0,10052.0
950,2014,Montana,1019931.0,10.0,2651.0,6683.0,10,239.0,88.0,1112.0,12833.0
951,2014,Montana,1019931.0,6.0,2562.0,5273.0,9,219.0,76.0,881.0,10880.0
952,2014,Montana,1019931.0,15.0,2712.0,4427.0,8,228.0,68.0,835.0,9986.0
953,2014,Montana,1019931.0,6.0,2111.0,3279.0,7,182.0,73.0,811.0,7798.0
954,2014,Montana,1019931.0,17.0,2469.0,3630.0,6,186.0,73.0,865.0,8454.0
955,2014,Montana,1019931.0,9.0,2516.0,3735.0,5,207.0,80.0,956.0,8930.0
956,2014,Montana,1019931.0,4.0,2846.0,4260.0,4,248.0,104.0,1312.0,10056.0
957,2014,Montana,1019931.0,7.0,3307.0,4683.0,3,248.0,110.0,1270.0,11045.0
958,2014,Montana,1019931.0,6.0,2798.0,4003.0,2,337.0,117.0,950.0,10352.0
959,2014,Montana,1019931.0,7.0,2280.0,3252.0,1,217.0,75.0,999.0,8273.0
960,2014,Nebraska,1880920.0,0.0,184.0,4455.0,12,11.0,29.0,4142.0,8917.0
961,2014,Nebraska,1880920.0,0.0,135.0,3757.0,11,5.0,20.0,3041.0,7072.0
962,2014,Nebraska,1880920.0,0.0,130.0,2698.0,10,3.0,13.0,3741.0,6735.0
963,2014,Nebraska,1880920.0,0.0,90.0,2156.0,9,6.0,13.0,3191.0,5577.0
964,2014,Nebraska,1880920.0,0.0,81.0,1878.0,8,4.0,8.0,2681.0,4763.0
965,2014,Nebraska,1880920.0,0.0,75.0,1241.0,7,4.0,10.0,2271.0,3704.0
966,2014,Nebraska,1880920.0,0.0,89.0,1144.0,6,3.0,4.0,2226.0,3550.0
967,2014,Nebraska,1880920.0,0.0,107.0,1323.0,5,1.0,12.0,2534.0,4074.0
968,2014,Nebraska,1880920.0,0.0,114.0,1530.0,4,4.0,20.0,3488.0,5240.0
969,2014,Nebraska,1880920.0,0.0,121.0,2079.0,3,4.0,26.0,4128.0,6437.0
970,2014,Nebraska,1880920.0,0.0,113.0,2129.0,2,4.0,16.0,3945.0,6384.0
971,2014,Nebraska,1880920.0,0.0,93.0,1966.0,1,3.0,13.0,3945.0,6115.0
972,2014,Nevada,2831730.0,0.0,5202.0,4356.0,12,298.0,285.0,2029.0,12590.0
973,2014,Nevada,2831730.0,0.0,3807.0,3308.0,11,236.0,230.0,951.0,8950.0
974,2014,Nevada,2831730.0,0.0,3830.0,2880.0,10,241.0,195.0,1211.0,8873.0
975,2014,Nevada,2831730.0,0.0,3517.0,2803.0,9,244.0,153.0,1475.0,8630.0
976,2014,Nevada,2831730.0,0.0,3749.0,2720.0,8,268.0,189.0,1400.0,8780.0
977,2014,Nevada,2831730.0,0.0,3359.0,2279.0,7,214.0,209.0,1598.0,8108.0
978,2014,Nevada,2831730.0,0.0,3695.0,2418.0,6,220.0,189.0,2101.0,9000.0
979,2014,Nevada,2831730.0,0.0,3740.0,2535.0,5,259.0,217.0,1779.0,8950.0
980,2014,Nevada,2831730.0,0.0,4030.0,2969.0,4,205.0,223.0,1999.0,9819.0
981,2014,Nevada,2831730.0,0.0,4727.0,3495.0,3,306.0,305.0,2428.0,11769.0
982,2014,Nevada,2831730.0,0.0,5089.0,3284.0,2,323.0,210.0,2261.0,11879.0
983,2014,Nevada,2831730.0,0.0,3683.0,2761.0,1,261.0,222.0,1994.0,9387.0
984,2014,New Hampshire,1328684.0,11.0,5059.0,4122.0,12,2.0,100.0,2938.0,12247.0
985,2014,New Hampshire,1328684.0,3.0,3838.0,3784.0,11,1.0,72.0,2484.0,10215.0
986,2014,New Hampshire,1328684.0,23.0,3975.0,4109.0,10,2.0,90.0,3392.0,11633.0
987,2014,New Hampshire,1328684.0,16.0,3466.0,3192.0,9,2.0,67.0,2897.0,9668.0
988,2014,New Hampshire,1328684.0,2.0,3616.0,3162.0,8,2.0,74.0,2811.0,9688.0
989,2014,New Hampshire,1328684.0,39.0,3126.0,2456.0,7,0.0,61.0,2668.0,8374.0
990,2014,New Hampshire,1328684.0,0.0,3214.0,2561.0,6,0.0,54.0,2691.0,8534.0
991,2014,New Hampshire,1328684.0,2.0,3831.0,2802.0,5,1.0,61.0,3393.0,10119.0
992,2014,New Hampshire,1328684.0,18.0,4324.0,3113.0,4,3.0,93.0,4018.0,11592.0
993,2014,New Hampshire,1328684.0,17.0,5060.0,3695.0,3,1.0,106.0,3631.0,12519.0
994,2014,New Hampshire,1328684.0,13.0,4270.0,3080.0,2,4.0,89.0,2718.0,10204.0
995,2014,New Hampshire,1328684.0,9.0,3767.0,2830.0,1,3.0,85.0,3182.0,9884.0
996,2014,New Jersey,8943010.0,0.0,3796.0,4768.0,12,0.0,148.0,0.0,8712.0
997,2014,New Jersey,8943010.0,0.0,3141.0,4357.0,11,0.0,114.0,0.0,7612.0
998,2014,New Jersey,8943010.0,0.0,3583.0,3736.0,10,0.0,116.0,0.0,7435.0
999,2014,New Jersey,8943010.0,0.0,3492.0,2854.0,9,0.0,124.0,0.0,6470.0
1000,2014,New Jersey,8943010.0,0.0,3653.0,3035.0,8,0.0,140.0,0.0,6828.0
1001,2014,New Jersey,8943010.0,0.0,3989.0,2681.0,7,0.0,122.0,0.0,6792.0
1002,2014,New Jersey,8943010.0,0.0,4018.0,2493.0,6,0.0,138.0,0.0,6649.0
1003,2014,New Jersey,8943010.0,0.0,4856.0,2871.0,5,0.0,181.0,0.0,7908.0
1004,2014,New Jersey,8943010.0,0.0,5108.0,3208.0,4,0.0,156.0,0.0,8472.0
1005,2014,New Jersey,8943010.0,0.0,5486.0,4034.0,3,0.0,205.0,0.0,9726.0
1006,2014,New Jersey,8943010.0,0.0,4327.0,3290.0,2,0.0,145.0,0.0,7762.0
1007,2014,New Jersey,8943010.0,0.0,4461.0,3337.0,1,0.0,156.0,0.0,7954.0
1008,2014,New Mexico,2083207.0,0.0,6575.0,6721.0,12,331.0,383.0,825.0,15881.0
1009,2014,New Mexico,2083207.0,0.0,4734.0,5370.0,11,260.0,261.0,623.0,12308.0
1010,2014,New Mexico,2083207.0,0.0,4910.0,4780.0,10,409.0,246.0,971.0,12641.0
1011,2014,New Mexico,2083207.0,0.0,4080.0,4168.0,9,244.0,203.0,1030.0,10973.0
1012,2014,New Mexico,2083207.0,0.0,4498.0,3949.0,8,260.0,205.0,745.0,10816.0
1013,2014,New Mexico,2083207.0,0.0,3803.0,3193.0,7,249.0,230.0,718.0,9168.0
1014,2014,New Mexico,2083207.0,0.0,4237.0,3269.0,6,220.0,208.0,795.0,9546.0
1015,2014,New Mexico,2083207.0,0.0,4577.0,3520.0,5,251.0,270.0,691.0,10235.0
1016,2014,New Mexico,2083207.0,0.0,4751.0,3793.0,4,211.0,258.0,743.0,10620.0
1017,2014,New Mexico,2083207.0,0.0,5928.0,5200.0,3,319.0,305.0,715.0,13550.0
1018,2014,New Mexico,2083207.0,0.0,5979.0,4999.0,2,347.0,271.0,586.0,13859.0
1019,2014,New Mexico,2083207.0,0.0,4256.0,3940.0,1,214.0,222.0,443.0,10183.0
1020,2014,New York,19773580.0,0.0,9349.0,21403.0,12,164.0,604.0,2978.0,34849.0
1021,2014,New York,19773580.0,0.0,6959.0,22126.0,11,145.0,489.0,3233.0,33260.0
1022,2014,New York,19773580.0,0.0,8190.0,21900.0,10,152.0,392.0,3703.0,34659.0
1023,2014,New York,19773580.0,0.0,7350.0,16835.0,9,125.0,455.0,3488.0,28575.0
1024,2014,New York,19773580.0,0.0,7025.0,13388.0,8,124.0,415.0,5904.0,27139.0
1025,2014,New York,19773580.0,0.0,7428.0,9573.0,7,90.0,338.0,9454.0,27126.0
1026,2014,New York,19773580.0,0.0,6991.0,9201.0,6,123.0,343.0,6899.0,23810.0
1027,2014,New York,19773580.0,0.0,8008.0,10682.0,5,111.0,444.0,6387.0,25889.0
1028,2014,New York,19773580.0,0.0,8812.0,14214.0,4,159.0,682.0,19290.0,43433.0
1029,2014,New York,19773580.0,0.0,9717.0,15665.0,3,158.0,913.0,7078.0,33819.0
1030,2014,New York,19773580.0,0.0,8553.0,13614.0,2,149.0,731.0,4043.0,27317.0
1031,2014,New York,19773580.0,0.0,8356.0,11964.0,1,137.0,704.0,4196.0,25551.0
1032,2014,North Carolina,9941160.0,0.0,1745.0,27082.0,12,230.0,658.0,22263.0,56571.0
