year,state,population,admin,handgun,long_gun,month,multiple,other,permit,totals,city,killed,injured
2013,Utah,2899961.0,0.0,6512.0,5464.0,2,209.0,154.0,15194.0,28356.0,Midvale,4,1
2013,Virginia,8261689.0,0.0,17394.0,14938.0,8,0.0,742.0,0.0,33074.0,Portsmouth,1,4
2013,Virginia,8261689.0,0.0,16205.0,12574.0,6,0.0,597.0,0.0,29376.0,Virginia Beach,1,4
2013,Virginia,8261689.0,0.0,16205.0,12574.0,6,0.0,597.0,0.0,29376.0,Norfolk,0,6
2013,Virginia,8261689.0,0.0,16205.0,12574.0,6,0.0,597.0,0.0,29376.0,Virginia Beach,0,7
2013,Virginia,8261689.0,0.0,17007.0,13414.0,5,0.0,687.0,0.0,31108.0,Hampton,1,4
2013,Virginia,8261689.0,0.0,17007.0,13414.0,5,0.0,687.0,0.0,31108.0,Victoria,0,4
2013,Washington,6963410.0,1.0,11904.0,11700.0,9,486.0,775.0,8652.0,36213.0,Yakima,0,6
2013,Washington,6963410.0,3.0,11752.0,9015.0,7,429.0,641.0,8847.0,33115.0,Granger,0,4
2013,Washington,6963410.0,3.0,17008.0,13057.0,4,506.0,1154.0,15106.0,49100.0,Federal Way,5,0
2013,Washington,6963410.0,11.0,21189.0,15283.0,3,640.0,1303.0,19337.0,60588.0,Auburn,3,2
2013,West Virginia,1852333.0,0.0,5311.0,7849.0,9,394.0,179.0,221.0,17038.0,Huntington,0,6
2013,West Virginia,1852333.0,1.0,5348.0,5169.0,7,346.0,132.0,214.0,13839.0,Clarksburg,4,0
2013,Wisconsin,5736673.0,0.0,8632.0,7553.0,6,19.0,336.0,3535.0,20416.0,Milwaukee,0,4
2014,Alabama,4840037.0,0.0,11437.0,10279.0,6,568.0,417.0,15440.0,41709.0,Opp,1,4
2014,Alabama,4840037.0,0.0,12371.0,12790.0,1,583.0,579.0,21881.0,52138.0,Huntsville,0,5
2014,Alaska,736759.0,0.0,2416.0,3273.0,9,170.0,120.0,217.0,6625.0,Anchorage,0,6
2014,Arizona,6706435.0,0.0,10229.0,6786.0,4,493.0,644.0,5848.0,25939.0,Phoenix,1,3
2014,Arkansas,2964800.0,0.0,3668.0,3928.0,7,245.0,133.0,2834.0,13484.0,Pine Bluff,1,3
2014,Arkansas,2964800.0,0.0,3931.0,3869.0,5,252.0,102.0,6299.0,17070.0,Jonesboro,4,4
2014,California,38701278.0,0.0,66770.0,47409.0,12,0.0,6956.0,41907.0,164170.0,Los Angeles,1,3
2014,California,38701278.0,0.0,66770.0,47409.0,12,0.0,6956.0,41907.0,164170.0,Sacramento,0,4
2014,California,38701278.0,3.0,43779.0,34964.0,11,0.0,4087.0,48671.0,132469.0,San Francisco,0,6
2014,California,38701278.0,3.0,43779.0,34964.0,11,0.0,4087.0,48671.0,132469.0,Pomona,0,5
2014,California,38701278.0,3.0,43779.0,34964.0,11,0.0,4087.0,48671.0,132469.0,Compton,0,4
2014,California,38701278.0,3.0,43779.0,34964.0,11,0.0,4087.0,48671.0,132469.0,Los Angeles,0,4
2014,California,38701278.0,3.0,43779.0,34964.0,11,0.0,4087.0,48671.0,132469.0,San Francisco,0,4
2014,California,38701278.0,1.0,42829.0,30607.0,10,0.0,3536.0,50300.0,128439.0,Sacramento,2,3
2014,California,38701278.0,1.0,42829.0,30607.0,10,0.0,3536.0,50300.0,128439.0,Stockton,3,1
2014,California,38701278.0,1.0,42829.0,30607.0,10,0.0,3536.0,50300.0,128439.0,Pomona,0,4
2014,California,38701278.0,0.0,37720.0,28503.0,9,0.0,3278.0,48291.0,118856.0,Fresno,0,4
2014,California,38701278.0,0.0,37720.0,28503.0,9,0.0,3278.0,48291.0,118856.0,Los Angeles,0,6
2014,California,38701278.0,0.0,37720.0,28503.0,9,0.0,3278.0,48291.0,118856.0,Highland,0,5
2014,California,38701278.0,0.0,38710.0,30590.0,8,0.0,3454.0,45625.0,119570.0,Livermore,0,5
2014,California,38701278.0,0.0,38710.0,30590.0,8,0.0,3454.0,45625.0,119570.0,San Fernando,3,4
2014,California,38701278.0,0.0,38710.0,30590.0,8,0.0,3454.0,45625.0,119570.0,East Palo Alto,1,3
2014,California,38701278.0,0.0,38710.0,30590.0,8,0.0,3454.0,45625.0,119570.0,Moreno Valley,0,7
2014,California,38701278.0,0.0,38710.0,30590.0,8,0.0,3454.0,45625.0,119570.0,Bakersfield,3,1
2014,California,38701278.0,0.0,34912.0,24482.0,7,0.0,3254.0,40766.0,104309.0,Sacramento,1,4
2014,California,38701278.0,0.0,34912.0,24482.0,7,0.0,3254.0,40766.0,104309.0,Pasadena,3,2
2014,California,38701278.0,0.0,34912.0,24482.0,7,0.0,3254.0,40766.0,104309.0,San Bernardino,1,4
2014,California,38701278.0,7.0,34232.0,24557.0,6,0.0,3818.0,39245.0,102639.0,Los Angeles,1,5
2014,California,38701278.0,7.0,34232.0,24557.0,6,0.0,3818.0,39245.0,102639.0,Antioch,0,7
2014,California,38701278.0,7.0,34232.0,24557.0,6,0.0,3818.0,39245.0,102639.0,San Diego,1,3
2014,California,38701278.0,7.0,34232.0,24557.0,6,0.0,3818.0,39245.0,102639.0,Windsor,1,3
2014,California,38701278.0,7.0,34232.0,24557.0,6,0.0,3818.0,39245.0,102639.0,Los Angeles,3,1
2014,California,38701278.0,7.0,34232.0,24557.0,6,0.0,3818.0,39245.0,102639.0,Sacramento,0,4
2014,California,38701278.0,2.0,38192.0,26630.0,5,0.0,3879.0,50964.0,120661.0,San Bernardino,1,3
2014,California,38701278.0,2.0,38192.0,26630.0,5,0.0,3879.0,50964.0,120661.0,Goleta (Isla Vista),4,8
2014,California,38701278.0,2.0,38192.0,26630.0,5,0.0,3879.0,50964.0,120661.0,Bellflower,2,2
2014,California,38701278.0,2.0,38192.0,26630.0,5,0.0,3879.0,50964.0,120661.0,Coachella,1,3
2014,California,38701278.0,2.0,38192.0,26630.0,5,0.0,3879.0,50964.0,120661.0,Sacramento,1,6
2014,California,38701278.0,2.0,38192.0,26630.0,5,0.0,3879.0,50964.0,120661.0,Sacramento,1,6
2014,California,38701278.0,2.0,40847.0,29602.0,4,0.0,4030.0,58879.0,134448.0,Los Angeles,1,3
2014,California,38701278.0,2.0,40847.0,29602.0,4,0.0,4030.0,58879.0,134448.0,Fairfield,0,4
2014,California,38701278.0,76.0,45089.0,34352.0,3,0.0,4833.0,52153.0,137660.0,Long Beach,1,3
2014,California,38701278.0,76.0,45089.0,34352.0,3,0.0,4833.0,52153.0,137660.0,San Francisco,0,7
2014,California,38701278.0,76.0,45089.0,34352.0,3,0.0,4833.0,52153.0,137660.0,Richmond,1,3
2014,California,38701278.0,56.0,39048.0,29728.0,2,0.0,4280.0,36848.0,111341.0,Wilmington,0,4
2014,California,38701278.0,56.0,39048.0,29728.0,2,0.0,4280.0,36848.0,111341.0,Alturas,4,2
2014,California,38701278.0,56.0,39048.0,29728.0,2,0.0,4280.0,36848.0,111341.0,Oakland,1,3
2014,California,38701278.0,56.0,39048.0,29728.0,2,0.0,4280.0,36848.0,111341.0,Stockton,1,3
2014,California,38701278.0,0.0,33834.0,27585.0,1,0.0,3822.0,33962.0,100054.0,Los Angeles,0,4
2014,Colorado,5342311.0,0.0,15478.0,16152.0,11,1235.0,847.0,2807.0,36523.0,Denver,1,4
2014,Colorado,5342311.0,0.0,13775.0,10818.0,5,863.0,693.0,5543.0,31697.0,Wheat Ridge,0,4
2014,Connecticut,3600188.0,1.0,4141.0,1489.0,7,0.0,92.0,6897.0,12620.0,Stamford,0,5
2014,District of Columbia,660797.0,0.0,44.0,3.0,8,0.0,0.0,0.0,47.0,Washington,0,6
2014,District of Columbia,660797.0,0.0,44.0,3.0,8,0.0,0.0,0.0,47.0,Washington,0,4
2014,District of Columbia,660797.0,0.0,44.0,4.0,7,1.0,0.0,0.0,49.0,Washington,0,4
2014,District of Columbia,660797.0,1.0,21.0,1.0,6,0.0,0.0,0.0,23.0,Washington,0,4
2014,District of Columbia,660797.0,0.0,29.0,2.0,5,0.0,0.0,0.0,31.0,Washington,0,5
2014,District of Columbia,660797.0,0.0,29.0,5.0,4,2.0,0.0,0.0,36.0,Washington,0,4
2014,Florida,19897747.0,208.0,50412.0,37098.0,12,1954.0,2500.0,12339.0,107882.0,Sarasota,2,2
2014,Florida,19897747.0,208.0,50412.0,37098.0,12,1954.0,2500.0,12339.0,107882.0,Miami,1,4
2014,Florida,19897747.0,208.0,50412.0,37098.0,12,1954.0,2500.0,12339.0,107882.0,Tampa,0,5
2014,Florida,19897747.0,187.0,39126.0,30723.0,11,1805.0,1974.0,10477.0,87931.0,Miami,1,3
2014,Florida,19897747.0,230.0,38428.0,23668.0,10,1742.0,1904.0,14077.0,83962.0,Jacksonville,3,1
2014,Florida,19897747.0,165.0,37253.0,21661.0,9,1722.0,1791.0,11525.0,77573.0,Miami,0,15
2014,Florida,19897747.0,165.0,37253.0,21661.0,9,1722.0,1791.0,11525.0,77573.0,Bell,8,0
2014,Florida,19897747.0,165.0,37253.0,21661.0,9,1722.0,1791.0,11525.0,77573.0,Orlando,0,4
2014,Florida,19897747.0,210.0,37260.0,19794.0,8,1649.0,2009.0,11081.0,75868.0,Brooksville,3,1
2014,Florida,19897747.0,209.0,33878.0,17356.0,7,1419.0,1737.0,12265.0,70230.0,Miami,2,2
2014,Florida,19897747.0,119.0,33636.0,17047.0,6,1403.0,1569.0,13789.0,70597.0,Miami,2,7
2014,Florida,19897747.0,226.0,37470.0,19213.0,4,1476.0,1728.0,31586.0,94323.0,Tampa,2,2
2014,Florida,19897747.0,123.0,46802.0,25174.0,2,2008.0,1614.0,20119.0,100876.0,Orange County,1,6
2014,Florida,19897747.0,123.0,46802.0,25174.0,2,2008.0,1614.0,20119.0,100876.0,Jacksonville,1,4
2014,Florida,19897747.0,123.0,46802.0,25174.0,2,2008.0,1614.0,20119.0,100876.0,Miami,0,5
2014,Florida,19897747.0,142.0,37372.0,22370.0,1,1519.0,1671.0,16053.0,82342.0,Belle Glade,0,4
2014,Georgia,10083850.0,0.0,12951.0,16489.0,11,706.0,418.0,9808.0,44325.0,Atlanta,3,2
2014,Georgia,10083850.0,0.0,11239.0,12696.0,10,609.0,337.0,13571.0,43186.0,Peachtree Corners,3,2
2014,Georgia,10083850.0,0.0,11239.0,12696.0,10,609.0,337.0,13571.0,43186.0,Atlanta,0,4
2014,Georgia,10083850.0,0.0,11239.0,12696.0,10,609.0,337.0,13571.0,43186.0,Atlanta,1,3
2014,Georgia,10083850.0,0.0,11239.0,12696.0,10,609.0,337.0,13571.0,43186.0,Atlanta,0,4
2014,Georgia,10083850.0,0.0,9973.0,9497.0,9,518.0,294.0,11240.0,35423.0,Macon,0,5
2014,Georgia,10083850.0,0.0,10608.0,8358.0,8,502.0,291.0,11493.0,35344.0,Augusta,1,3
2014,Georgia,10083850.0,0.0,10608.0,8358.0,8,502.0,291.0,11493.0,35344.0,Cartersville,2,3
2014,Georgia,10083850.0,0.0,10608.0,8358.0,8,502.0,291.0,11493.0,35344.0,Wrightsville,0,6
2014,Georgia,10083850.0,0.0,10608.0,8358.0,8,502.0,291.0,11493.0,35344.0,Atlanta,0,5
2014,Georgia,10083850.0,0.0,8998.0,5971.0,7,428.0,261.0,13895.0,32987.0,Sylvester,0,8
2014,Georgia,10083850.0,0.0,9625.0,6006.0,6,342.0,216.0,10963.0,30386.0,Atlanta,1,4
2014,Georgia,10083850.0,0.0,10127.0,6051.0,5,404.0,301.0,12827.0,33247.0,Atlanta,0,5
2014,Georgia,10083850.0,0.0,10127.0,6051.0,5,404.0,301.0,12827.0,33247.0,Stone Mountain,1,3
2014,Georgia,10083850.0,0.0,10127.0,6051.0,5,404.0,301.0,12827.0,33247.0,Decatur,2,3
2014,Georgia,10083850.0,0.0,10794.0,6894.0,4,368.0,318.0,15172.0,36533.0,Kennesaw,1,6
2014,Georgia,10083850.0,0.0,15033.0,10064.0,3,571.0,364.0,16042.0,45841.0,Waynesboro,0,4
2014,Illinois,12882438.0,0.0,24857.0,19709.0,12,1013.0,0.0,101641.0,147220.0,East St. Louis,1,3
2014,Illinois,12882438.0,0.0,24857.0,19709.0,12,1013.0,0.0,101641.0,147220.0,Chicago,0,5
2014,Illinois,12882438.0,0.0,24857.0,19709.0,12,1013.0,0.0,101641.0,147220.0,Calumet City,1,8
2014,Illinois,12882438.0,0.0,24857.0,19709.0,12,1013.0,0.0,101641.0,147220.0,Rockford,4,0
2014,Illinois,12882438.0,0.0,19282.0,18280.0,11,880.0,0.0,66164.0,104606.0,Chicago,1,3
2014,Illinois,12882438.0,0.0,16532.0,12191.0,8,716.0,0.0,62282.0,91721.0,Chicago,1,3
2014,Illinois,12882438.0,0.0,15798.0,9607.0,7,687.0,0.0,60504.0,86596.0,Chicago,1,6
2014,Illinois,12882438.0,0.0,15798.0,9607.0,7,687.0,0.0,60504.0,86596.0,East Saint Louis,1,3
2014,Illinois,12882438.0,0.0,15798.0,9607.0,7,687.0,0.0,60504.0,86596.0,Chicago,0,4
2014,Illinois,12882438.0,0.0,15798.0,9607.0,7,687.0,0.0,60504.0,86596.0,Chicago,1,3
2014,Illinois,12882438.0,0.0,15798.0,9607.0,7,687.0,0.0,60504.0,86596.0,Centreville,0,5
2014,Illinois,12882438.0,0.0,15406.0,8740.0,6,570.0,0.0,87691.0,112407.0,Park Forest,0,4
2014,Illinois,12882438.0,0.0,15406.0,8740.0,6,570.0,0.0,87691.0,112407.0,Chicago,1,3
2014,Illinois,12882438.0,0.0,15406.0,8740.0,6,570.0,0.0,87691.0,112407.0,Chicago,0,7
2014,Illinois,12882438.0,0.0,15406.0,8740.0,6,570.0,0.0,87691.0,112407.0,Chicago,1,5
2014,Illinois,12882438.0,0.0,17848.0,9308.0,5,650.0,0.0,64832.0,92638.0,Chicago,0,4
2014,Illinois,12882438.0,0.0,17848.0,9308.0,5,650.0,0.0,64832.0,92638.0,Chicago,1,3
2014,Illinois,12882438.0,0.0,21131.0,11333.0,4,726.0,0.0,72734.0,105924.0,Chicago,0,4
2014,Illinois,12882438.0,0.0,21131.0,11333.0,4,726.0,0.0,72734.0,105924.0,Montgomery,0,6
2014,Illinois,12882438.0,0.0,21131.0,11333.0,4,726.0,0.0,72734.0,105924.0,Chicago,0,5
2014,Illinois,12882438.0,0.0,21131.0,11333.0,4,726.0,0.0,72734.0,105924.0,Rockford,0,4
2014,Illinois,12882438.0,0.0,21131.0,11333.0,4,726.0,0.0,72734.0,105924.0,Chicago,1,5
2014,Illinois,12882438.0,0.0,26637.0,15182.0,3,1025.0,0.0,102752.0,145597.0,Chicago,0,6
2014,Illinois,12882438.0,0.0,23448.0,13449.0,2,990.0,0.0,78016.0,115903.0,Chicago,1,3
2014,Illinois,12882438.0,0.0,20164.0,11190.0,1,784.0,0.0,89150.0,121288.0,Chicago,1,4
2014,Illinois,12882438.0,0.0,20164.0,11190.0,1,784.0,0.0,89150.0,121288.0,Elgin,0,5
2014,Indiana,6593182.0,8.0,23399.0,21186.0,12,835.0,1044.0,27509.0,74495.0,South Bend,0,4
2014,Indiana,6593182.0,1.0,13475.0,9126.0,7,471.0,555.0,7651.0,31816.0,Indianapolis,0,7
2014,Indiana,6593182.0,0.0,13069.0,8702.0,6,415.0,530.0,7644.0,30807.0,Kokomo,0,4
2014,Indiana,6593182.0,0.0,16956.0,11235.0,4,571.0,801.0,12335.0,42399.0,Richmond,0,4
2014,Indiana,6593182.0,0.0,22970.0,14166.0,2,772.0,904.0,12042.0,51976.0,Indianapolis,4,0
2014,Indiana,6593182.0,0.0,22970.0,14166.0,2,772.0,904.0,12042.0,51976.0,Fort Wayne,0,5
2014,Indiana,6593182.0,0.0,22970.0,14166.0,2,772.0,904.0,12042.0,51976.0,Gary,0,5
2014,Indiana,6593182.0,0.0,22970.0,14166.0,2,772.0,904.0,12042.0,51976.0,Franklin,3,2
2014,Kentucky,4410415.0,0.0,14308.0,17629.0,12,720.0,308.0,259142.0,295697.0,Winchester,1,3
2014,Kentucky,4410415.0,0.0,8530.0,11463.0,10,654.0,211.0,6049.0,31756.0,Cadiz,4,0
2014,Kentucky,4410415.0,0.0,6375.0,5428.0,7,484.0,151.0,232847.0,248979.0,Stopover,0,4
2014,Kentucky,4410415.0,0.0,6061.0,5196.0,6,387.0,157.0,199326.0,214382.0,Lexington,1,3
2014,Louisiana,4648797.0,0.0,15337.0,25507.0,12,808.0,740.0,26.0,44644.0,New Orleans,0,4
2014,Louisiana,4648797.0,0.0,11352.0,16638.0,9,819.0,518.0,0.0,31703.0,New Orleans,0,5
2014,Louisiana,4648797.0,0.0,10024.0,10791.0,8,589.0,575.0,0.0,24409.0,Saint Martinville,0,4
2014,Louisiana,4648797.0,0.0,10024.0,10791.0,8,589.0,575.0,0.0,24409.0,New Orleans,0,4
2014,Louisiana,4648797.0,0.0,10024.0,10791.0,8,589.0,575.0,0.0,24409.0,New Orleans,2,5
2014,Louisiana,4648797.0,0.0,9220.0,6868.0,6,440.0,546.0,0.0,18906.0,New Orleans,1,9
2014,Louisiana,4648797.0,0.0,9196.0,6921.0,5,511.0,429.0,0.0,19085.0,New Orleans,1,7
2014,Louisiana,4648797.0,0.0,9614.0,7205.0,4,464.0,510.0,0.0,19656.0,New Orleans,1,3
2014,Louisiana,4648797.0,0.0,9614.0,7205.0,4,464.0,510.0,0.0,19656.0,New Orleans,0,4
2014,Louisiana,4648797.0,0.0,13147.0,10479.0,2,698.0,467.0,0.0,28120.0,New Orleans,0,4
2014,Louisiana,4648797.0,0.0,9395.0,10294.0,1,418.0,495.0,0.0,22584.0,Tallulah,0,6
2014,Maine,1328903.0,0.0,1995.0,2381.0,7,124.0,101.0,0.0,4923.0,Saco,5,0
2014,Maryland,5970245.0,0.0,2383.0,3641.0,6,15.0,91.0,986.0,7320.0,Seat Pleasant,0,4
2014,Massachusetts,6757925.0,36.0,4868.0,2726.0,8,181.0,320.0,5807.0,13949.0,Boston,0,4
2014,Massachusetts,6757925.0,36.0,4868.0,2726.0,8,181.0,320.0,5807.0,13949.0,New Bedford,0,7
2014,Massachusetts,6757925.0,4.0,4060.0,2021.0,6,123.0,305.0,6951.0,13474.0,Lowell,0,5
2014,Massachusetts,6757925.0,1.0,5277.0,2791.0,4,178.0,434.0,7412.0,16097.0,Springfield,0,4
2014,Michigan,9914675.0,0.0,11860.0,15576.0,12,222.0,433.0,13920.0,42291.0,Detroit,1,3
2014,Michigan,9914675.0,0.0,8642.0,13602.0,10,199.0,279.0,16955.0,40169.0,Detroit,1,3
2014,Michigan,9914675.0,0.0,8642.0,13602.0,10,199.0,279.0,16955.0,40169.0,Detroit,1,5
2014,Michigan,9914675.0,0.0,7668.0,12051.0,9,179.0,242.0,16646.0,37179.0,Detroit,1,7
2014,Michigan,9914675.0,0.0,7668.0,12051.0,9,179.0,242.0,16646.0,37179.0,Flint,0,5
2014,Michigan,9914675.0,0.0,7886.0,9867.0,8,172.0,267.0,13597.0,32189.0,Detroit,1,3
2014,Michigan,9914675.0,0.0,7041.0,6044.0,6,139.0,242.0,14346.0,28148.0,Detroit,2,2
2014,Michigan,9914675.0,0.0,7041.0,6044.0,6,139.0,242.0,14346.0,28148.0,Oak Park,1,3
2014,Michigan,9914675.0,0.0,8422.0,6988.0,5,160.0,299.0,14896.0,31109.0,Detroit,0,4
2014,Michigan,9914675.0,0.0,13134.0,11534.0,3,257.0,431.0,16900.0,42636.0,Detroit,0,4
2014,Michigan,9914675.0,0.0,7388.0,7414.0,1,153.0,355.0,14010.0,29623.0,Detroit,0,4
2014,Minnesota,5452649.0,0.0,6595.0,11540.0,8,327.0,378.0,17989.0,37674.0,Minneapolis,1,8
2014,Mississippi,2988578.0,440.0,10726.0,17253.0,12,455.0,268.0,607.0,32564.0,Waynesboro,1,4
2014,Mississippi,2988578.0,5.0,7427.0,8847.0,9,426.0,190.0,818.0,20332.0,Batesville,2,2
2014,Mississippi,2988578.0,5.0,7427.0,8847.0,9,426.0,190.0,818.0,20332.0,Jackson,2,3
2014,Mississippi,2988578.0,1.0,7582.0,6093.0,3,311.0,182.0,758.0,17334.0,Starkville,0,5
2014,Missouri,6058014.0,0.0,27713.0,25507.0,12,1155.0,1224.0,6542.0,64574.0,Saint Louis,1,3
2014,Missouri,6058014.0,0.0,27713.0,25507.0,12,1155.0,1224.0,6542.0,64574.0,Saint Louis,1,5
2014,Missouri,6058014.0,0.0,23419.0,26565.0,11,1120.0,841.0,5189.0,60330.0,Springfield,4,0
2014,Missouri,6058014.0,0.0,14837.0,14838.0,9,891.0,646.0,5133.0,39077.0,Saint Louis,0,5
2014,Missouri,6058014.0,0.0,17329.0,14418.0,8,1015.0,677.0,4586.0,40886.0,Saint Louis,0,5
2014,Missouri,6058014.0,0.0,12678.0,9729.0,7,682.0,570.0,4364.0,30494.0,Saint Louis,0,5
2014,Missouri,6058014.0,0.0,12678.0,9729.0,7,682.0,570.0,4364.0,30494.0,Saint Louis,0,4
2014,Missouri,6058014.0,0.0,13225.0,9673.0,6,688.0,584.0,3729.0,30079.0,Saint Louis,0,4
2014,Nevada,2831730.0,0.0,3807.0,3308.0,11,236.0,230.0,951.0,8950.0,North Las Vegas,0,4
2014,Nevada,2831730.0,0.0,3749.0,2720.0,8,268.0,189.0,1400.0,8780.0,Las Vegas,0,4
2014,Nevada,2831730.0,0.0,3359.0,2279.0,7,214.0,209.0,1598.0,8108.0,Las Vegas,1,3
2014,Nevada,2831730.0,0.0,5089.0,3284.0,2,323.0,210.0,2261.0,11879.0,Las Vegas,0,5
2014,New Jersey,8943010.0,0.0,3796.0,4768.0,12,0.0,148.0,0.0,8712.0,Elizabeth,0,4
2014,New Jersey,8943010.0,0.0,3141.0,4357.0,11,0.0,114.0,0.0,7612.0,Newark,1,3
2014,New Jersey,8943010.0,0.0,3653.0,3035.0,8,0.0,140.0,0.0,6828.0,Plainfield,1,3
2014,New Jersey,8943010.0,0.0,3989.0,2681.0,7,0.0,122.0,0.0,6792.0,Irvington,0,6
2014,New Jersey,8943010.0,0.0,4018.0,2493.0,6,0.0,138.0,0.0,6649.0,Paterson,0,6
2014,New Jersey,8943010.0,0.0,4461.0,3337.0,1,0.0,156.0,0.0,7954.0,Newark,2,3
2014,New Mexico,2083207.0,0.0,4498.0,3949.0,8,260.0,205.0,745.0,10816.0,Albuquerque,1,3
2014,New York,19773580.0,0.0,9349.0,21403.0,12,164.0,604.0,2978.0,34849.0,Webster,4,2
2014,New York,19773580.0,0.0,6959.0,22126.0,11,145.0,489.0,3233.0,33260.0,Brooklyn,0,4
2014,New York,19773580.0,0.0,8190.0,21900.0,10,152.0,392.0,3703.0,34659.0,Queens,0,4
2014,New York,19773580.0,0.0,8190.0,21900.0,10,152.0,392.0,3703.0,34659.0,Brooklyn,0,4
2014,New York,19773580.0,0.0,8190.0,21900.0,10,152.0,392.0,3703.0,34659.0,Utica,0,5
2014,New York,19773580.0,0.0,8190.0,21900.0,10,152.0,392.0,3703.0,34659.0,Guilderland,4,0
2014,New York,19773580.0,0.0,7350.0,16835.0,9,125.0,455.0,3488.0,28575.0,Queens,0,4
2014,New York,19773580.0,0.0,7025.0,13388.0,8,124.0,415.0,5904.0,27139.0,Queens,0,4
2014,New York,19773580.0,0.0,7025.0,13388.0,8,124.0,415.0,5904.0,27139.0,Buffalo,1,3
2014,New York,19773580.0,0.0,7428.0,9573.0,7,90.0,338.0,9454.0,27126.0,Buffalo,0,4
2014,New York,19773580.0,0.0,6991.0,9201.0,6,123.0,343.0,6899.0,23810.0,Manhattan,0,4
2014,New York,19773580.0,0.0,8812.0,14214.0,4,159.0,682.0,19290.0,43433.0,Troy,0,5
2014,New York,19773580.0,0.0,9717.0,15665.0,3,158.0,913.0,7078.0,33819.0,Brooklyn,0,4
2014,New York,19773580.0,0.0,8356.0,11964.0,1,137.0,704.0,4196.0,25551.0,Queens,1,3
2014,North Carolina,9941160.0,0.0,787.0,8442.0,7,191.0,392.0,17153.0,31117.0,Hope Mills,3,2
2014,North Carolina,9941160.0,0.0,1054.0,13571.0,3,227.0,528.0,522188.0,541978.0,Charlotte,0,5
2014,North Carolina,9941160.0,0.0,743.0,11645.0,1,209.0,457.0,24661.0,41804.0,Rocky Mount,0,4
2014,Ohio,11593741.0,0.0,26893.0,32001.0,11,1294.0,1413.0,0.0,64249.0,Cleveland,4,1
2014,Ohio,11593741.0,0.0,26893.0,32001.0,11,1294.0,1413.0,0.0,64249.0,Springfield,1,3
2014,Ohio,11593741.0,0.0,26893.0,32001.0,11,1294.0,1413.0,0.0,64249.0,Akron,1,4
2014,Ohio,11593741.0,0.0,20852.0,17783.0,9,1066.0,912.0,0.0,42944.0,East Liverpool,0,4
2014,Ohio,11593741.0,0.0,21891.0,14553.0,5,1030.0,1013.0,0.0,40586.0,Toledo,1,3
2014,Ohio,11593741.0,0.0,21891.0,14553.0,5,1030.0,1013.0,0.0,40586.0,Sandusky,0,7
2014,Ohio,11593741.0,0.0,32656.0,21426.0,3,1361.0,1535.0,0.0,59244.0,Fremont,3,1
2014,Oklahoma,3875008.0,0.0,11910.0,9474.0,4,786.0,827.0,0.0,26310.0,Oklahoma City,0,4
2014,Oklahoma,3875008.0,0.0,11442.0,10339.0,1,762.0,763.0,0.0,26608.0,Ardmore,2,4
2014,Oregon,3960673.0,4.0,14346.0,13994.0,12,0.0,0.0,67.0,28411.0,Portland,0,4
2014,Oregon,3960673.0,3.0,7888.0,6998.0,7,0.0,0.0,7.0,14896.0,Portland,1,4
2014,Pennsylvania,12790341.0,33.0,61828.0,12737.0,12,0.0,0.0,20786.0,95384.0,Lansdale,7,0
2014,Pennsylvania,12790341.0,117.0,57010.0,13907.0,11,0.0,22.0,16515.0,87572.0,Pittsburgh,0,6
2014,Pennsylvania,12790341.0,77.0,42506.0,8823.0,9,0.0,0.0,20044.0,71450.0,Philadelphia,0,4
2014,Pennsylvania,12790341.0,48.0,40384.0,8958.0,8,0.0,0.0,18353.0,67743.0,Pittsburgh,1,5
2014,Pennsylvania,12790341.0,48.0,40384.0,8958.0,8,0.0,0.0,18353.0,67743.0,Philadelphia,1,3
2014,Pennsylvania,12790341.0,30.0,34544.0,6543.0,7,0.0,0.0,18465.0,59582.0,Philadelphia,1,4
2014,Pennsylvania,12790341.0,30.0,34544.0,6543.0,7,0.0,0.0,18465.0,59582.0,Braddock,0,4
2014,Pennsylvania,12790341.0,30.0,34544.0,6543.0,7,0.0,0.0,18465.0,59582.0,Chester,0,5
2014,Pennsylvania,12790341.0,7.0,57940.0,10351.0,3,0.0,0.0,25102.0,93402.0,Pittsburgh,1,4
2014,Rhode Island,1054782.0,0.0,686.0,564.0,7,85.0,31.0,0.0,1374.0,Providence,0,5
2014,South Carolina,4824758.0,0.0,7251.0,7633.0,10,300.0,271.0,6472.0,24311.0,Graniteville,1,3
2014,South Carolina,4824758.0,0.0,6192.0,6127.0,9,297.0,253.0,5486.0,20378.0,Walterboro,1,7
2014,South Carolina,4824758.0,0.0,6192.0,6127.0,9,297.0,253.0,5486.0,20378.0,Darlington County,1,4
2014,South Carolina,4824758.0,0.0,5911.0,3745.0,6,215.0,260.0,7923.0,19781.0,Moncks Corner,1,5
2014,South Carolina,4824758.0,0.0,6444.0,3875.0,5,220.0,310.0,8671.0,21331.0,Myrtle Beach,3,1
2014,South Carolina,4824758.0,0.0,10077.0,6225.0,3,282.0,451.0,9518.0,28436.0,North Charleston,0,4
2014,South Carolina,4824758.0,0.0,10077.0,6225.0,3,282.0,451.0,9518.0,28436.0,Pelzer,3,2
2014,South Dakota,849455.0,0.0,2231.0,5750.0,11,150.0,115.0,2.0,8620.0,Sisseton,4,1
2014,Tennessee,6540007.0,0.0,21010.0,24913.0,11,1053.0,0.0,8312.0,55288.0,Chattanooga,0,5
